Configuration Index,RAM (GB),Processor Speeds (GHz),Integrated Wireless,HD Size (GB),Bundled Applications,Retail Price
748,1,2,No,80,No,385
273,4,2.4,Yes,40,Yes,413
237,2,2.4,No,120,Yes,350
342,2,1.5,Yes,120,No,315
484,2,1.5,Yes,80,No,336
461,1,2,No,120,Yes,364
7,1,1.5,Yes,300,Yes,315
428,4,2.4,No,80,No,448
51,2,1.5,Yes,80,Yes,266
660,2,2.4,Yes,80,No,385
808,2,2.4,Yes,300,No,497
100,4,1.5,Yes,80,No,357
87,2,2.4,Yes,300,Yes,392
808,2,2.4,Yes,300,No,497
562,4,2.4,Yes,40,No,434
483,2,1.5,Yes,80,Yes,371
684,4,1.5,No,80,No,427
388,4,1.5,Yes,80,No,427
208,2,1.5,No,300,No,287
284,4,2.4,No,80,No,392
91,2,2.4,No,80,Yes,322
96,2,2.4,No,300,No,343
217,2,2,No,40,Yes,365
96,2,2.4,No,300,No,343
252,4,1.5,No,80,No,357
675,4,1.5,Yes,80,Yes,476
601,1,2,No,40,Yes,336
102,4,1.5,Yes,120,No,371
658,2,2.4,Yes,40,No,357
101,4,1.5,Yes,120,Yes,406
91,2,2.4,No,80,Yes,322
851,4,2.4,Yes,80,Yes,567
780,2,1.5,No,80,No,392
860,4,2.4,No,80,No,518
671,2,2.4,No,300,Yes,462
108,4,1.5,No,80,No,343
568,4,2.4,Yes,300,No,518
820,4,1.5,Yes,80,No,497
106,4,1.5,No,40,No,315
209,2,2,Yes,40,Yes,385
233,2,2.4,No,40,Yes,308
203,2,1.5,No,80,Yes,266
63,2,1.5,No,300,Yes,308
250,4,1.5,No,40,No,329
273,4,2.4,Yes,40,Yes,413
540,4,1.5,No,80,No,413
749,1,2,No,120,Yes,434
280,4,2.4,Yes,300,No,462
850,4,2.4,Yes,40,No,504
251,4,1.5,No,80,Yes,392
683,4,1.5,No,80,Yes,462
605,1,2,No,120,Yes,378
603,1,2,No,80,Yes,364
93,2,2.4,No,120,Yes,336
460,1,2,No,80,No,315
663,2,2.4,Yes,300,Yes,476
237,2,2.4,No,120,Yes,350
248,4,1.5,Yes,300,No,427
348,2,1.5,No,80,No,287
253,4,1.5,No,120,Yes,406
830,4,1.5,No,120,No,497
482,2,1.5,Yes,40,No,308
774,2,1.5,Yes,120,No,420
638,2,1.5,No,120,No,350
342,2,1.5,Yes,120,No,315
141,4,2.4,No,120,Yes,427
160,1,1.5,No,300,No,280
489,2,1.5,No,40,Yes,329
276,4,2.4,Yes,80,No,406
737,1,2,Yes,40,Yes,406
289,1,1.5,Yes,40,Yes,301
709,4,2.4,Yes,120,Yes,525
240,2,2.4,No,300,No,357
106,4,1.5,No,40,No,315
209,2,2,Yes,40,Yes,385
742,1,2,Yes,120,No,413
456,1,2,Yes,300,No,385
275,4,2.4,Yes,80,Yes,441
607,1,2,No,300,Yes,420
133,4,2.4,Yes,120,Yes,441
515,2,2.4,Yes,80,Yes,406
102,4,1.5,Yes,120,No,371
819,4,1.5,Yes,80,Yes,532
739,1,2,Yes,80,Yes,434
136,4,2.4,Yes,300,No,448
603,1,2,No,80,Yes,364
159,1,1.5,No,300,Yes,315
522,2,2.4,No,40,No,329
396,4,1.5,No,80,No,413
194,2,1.5,Yes,40,No,217
140,4,2.4,No,80,No,378
636,2,1.5,No,80,No,336
662,2,2.4,Yes,120,No,399
828,4,1.5,No,80,No,483
194,2,1.5,Yes,40,No,310
851,4,2.4,Yes,80,Yes,567
130,4,2.4,Yes,40,No,364
686,4,1.5,No,120,No,441
562,4,2.4,Yes,40,No,434
235,2,2.4,No,80,Yes,336
394,4,1.5,No,40,No,385
632,2,1.5,Yes,300,No,406
379,2,2.4,No,80,Yes,392
95,2,2.4,No,300,Yes,378
808,2,2.4,Yes,300,No,497
524,2,2.4,No,80,No,357
496,2,1.5,No,300,No,378
51,2,1.5,Yes,80,Yes,266
275,4,2.4,Yes,80,Yes,441
276,4,2.4,Yes,80,No,406
600,1,2,Yes,300,No,399
242,4,1.5,Yes,40,No,343
543,4,1.5,No,300,Yes,504
490,2,1.5,No,40,No,294
254,4,1.5,No,120,No,371
204,2,1.5,No,80,No,231
209,2,2,Yes,40,Yes,385
288,4,2.4,No,300,No,448
605,1,2,No,120,Yes,378
813,2,2.4,No,120,Yes,476
347,2,1.5,No,80,Yes,322
769,2,1.5,Yes,40,Yes,413
348,2,1.5,No,80,No,287
61,2,1.5,No,120,Yes,266
449,1,2,Yes,40,Yes,336
460,1,2,No,80,No,315
290,1,1.5,Yes,40,No,266
294,1,1.5,Yes,120,No,308
542,4,1.5,No,120,No,427
236,2,2.4,No,80,No,301
807,2,2.4,Yes,300,Yes,532
682,4,1.5,No,40,No,399
276,4,2.4,Yes,80,No,406
738,1,2,Yes,40,No,371
217,2,2,No,40,Yes,365
531,4,1.5,Yes,80,Yes,462
102,4,1.5,Yes,120,No,371
529,4,1.5,Yes,40,Yes,434
812,2,2.4,No,80,No,427
496,2,1.5,No,300,No,378
345,2,1.5,No,40,Yes,294
676,4,1.5,Yes,80,No,441
639,2,1.5,No,300,Yes,427
376,2,2.4,Yes,300,No,427
159,1,1.5,No,300,Yes,315
129,4,2.4,Yes,40,Yes,399
110,4,1.5,No,120,No,357
61,2,1.5,No,120,Yes,266
227,2,2.4,Yes,80,Yes,350
482,2,1.5,Yes,40,No,308
102,4,1.5,Yes,120,No,371
200,2,1.5,Yes,300,No,301
453,1,2,Yes,120,Yes,378
682,4,1.5,No,40,No,399
633,2,1.5,No,40,Yes,343
374,2,2.4,Yes,120,No,385
541,4,1.5,No,120,Yes,462
564,4,2.4,Yes,80,No,462
245,4,1.5,Yes,120,Yes,420
425,4,2.4,No,40,Yes,455
244,4,1.5,Yes,80,No,371
208,2,1.5,No,300,No,287
392,4,1.5,Yes,300,No,483
136,4,2.4,Yes,300,No,448
488,2,1.5,Yes,300,No,392
666,2,2.4,No,40,No,343
516,2,2.4,Yes,80,No,371
201,2,1.5,No,40,Yes,340
462,1,2,No,120,No,329
199,2,1.5,Yes,300,Yes,336
249,4,1.5,No,40,Yes,364
676,4,1.5,Yes,80,No,441
95,2,2.4,No,300,Yes,378
97,4,1.5,Yes,40,Yes,364
770,2,1.5,Yes,40,No,378
376,2,2.4,Yes,300,No,427
746,1,2,No,40,No,357
706,4,2.4,Yes,40,No,448
770,2,1.5,Yes,40,No,378
492,2,1.5,No,80,No,322
682,4,1.5,No,40,No,399
570,4,2.4,No,40,No,420
593,1,2,Yes,40,Yes,350
243,4,1.5,Yes,80,Yes,406
418,4,2.4,Yes,40,No,434
201,2,1.5,No,40,Yes,340
237,2,2.4,No,120,Yes,350
395,4,1.5,No,80,Yes,448
131,4,2.4,Yes,80,Yes,427
139,4,2.4,No,80,Yes,413
678,4,1.5,Yes,120,No,455
752,1,2,No,300,No,441
293,1,1.5,Yes,120,Yes,343
598,1,2,Yes,120,No,357
780,2,1.5,No,80,No,392
253,4,1.5,No,120,Yes,406
628,2,1.5,Yes,80,No,350
804,2,2.4,Yes,80,No,441
390,4,1.5,Yes,120,No,441
149,1,1.5,Yes,120,Yes,287
110,4,1.5,No,120,No,357
513,2,2.4,Yes,40,Yes,378
250,4,1.5,No,40,No,329
815,2,2.4,No,300,Yes,518
676,4,1.5,Yes,80,No,441
197,2,1.5,Yes,120,Yes,294
342,2,1.5,Yes,120,No,315
633,2,1.5,No,40,Yes,343
201,2,1.5,No,40,Yes,340
824,4,1.5,Yes,300,No,553
603,1,2,No,80,Yes,364
783,2,1.5,No,300,Yes,483
231,2,2.4,Yes,300,Yes,406
343,2,1.5,Yes,300,Yes,392
297,1,1.5,No,40,Yes,287
492,2,1.5,No,80,No,322
430,4,2.4,No,120,No,462
93,2,2.4,No,120,Yes,336
676,4,1.5,Yes,80,No,441
601,1,2,No,40,Yes,336
659,2,2.4,Yes,80,Yes,420
779,2,1.5,No,80,Yes,427
337,2,1.5,Yes,40,Yes,308
484,2,1.5,Yes,80,No,336
399,4,1.5,No,300,Yes,504
450,1,2,Yes,40,No,301
626,2,1.5,Yes,40,No,322
147,1,1.5,Yes,80,Yes,273
418,4,2.4,Yes,40,No,434
598,1,2,Yes,120,No,357
274,4,2.4,Yes,40,No,378
207,2,1.5,No,300,Yes,322
342,2,1.5,Yes,120,No,315
454,1,2,Yes,120,No,343
520,2,2.4,Yes,300,No,427
195,2,1.5,Yes,80,Yes,280
424,4,2.4,Yes,300,No,518
7,1,1.5,Yes,300,Yes,315
635,2,1.5,No,80,Yes,371
605,1,2,No,120,Yes,378
828,4,1.5,No,80,No,483
274,4,2.4,Yes,40,No,378
350,2,1.5,No,120,No,301
98,4,1.5,Yes,40,No,329
285,4,2.4,No,120,Yes,441
274,4,2.4,Yes,40,No,378
346,2,1.5,No,40,No,259
337,2,1.5,Yes,40,Yes,308
58,2,1.5,No,40,No,189
562,4,2.4,Yes,40,No,434
740,1,2,Yes,80,No,399
526,2,2.4,No,120,No,371
607,1,2,No,300,Yes,420
252,4,1.5,No,80,No,357
198,2,1.5,Yes,120,No,259
819,4,1.5,Yes,80,Yes,532
604,1,2,No,80,No,329
681,4,1.5,No,40,Yes,434
486,2,1.5,Yes,120,No,350
575,4,2.4,No,300,Yes,539
249,4,1.5,No,40,Yes,364
53,2,1.5,Yes,120,Yes,280
748,1,2,No,80,No,385
196,2,1.5,Yes,80,No,245
396,4,1.5,No,80,No,413
203,2,1.5,No,80,Yes,266
603,1,2,No,80,Yes,364
851,4,2.4,Yes,80,Yes,567
815,2,2.4,No,300,Yes,518
517,2,2.4,Yes,120,Yes,420
197,2,1.5,Yes,120,Yes,294
568,4,2.4,Yes,300,No,518
52,2,1.5,Yes,80,No,231
483,2,1.5,Yes,80,Yes,371
278,4,2.4,Yes,120,No,420
98,4,1.5,Yes,40,No,329
278,4,2.4,Yes,120,No,420
521,2,2.4,No,40,Yes,364
712,4,2.4,Yes,300,No,532
626,2,1.5,Yes,40,No,322
193,2,1.5,Yes,40,Yes,252
606,1,2,No,120,No,343
740,1,2,Yes,80,No,399
93,2,2.4,No,120,Yes,336
594,1,2,Yes,40,No,315
600,1,2,Yes,300,No,399
201,2,1.5,No,40,Yes,238
464,1,2,No,300,No,371
488,2,1.5,Yes,300,No,392
378,2,2.4,No,40,No,329
630,2,1.5,Yes,120,No,364
596,1,2,Yes,80,No,343
55,2,1.5,Yes,300,Yes,322
196,2,1.5,Yes,80,No,245
55,2,1.5,Yes,300,Yes,322
108,4,1.5,No,80,No,343
195,2,1.5,Yes,80,Yes,280
159,1,1.5,No,300,Yes,315
532,4,1.5,Yes,80,No,427
517,2,2.4,Yes,120,Yes,420
515,2,2.4,Yes,80,Yes,406
251,4,1.5,No,80,Yes,392
369,2,2.4,Yes,40,Yes,378
522,2,2.4,No,40,No,329
134,4,2.4,Yes,120,No,406
275,4,2.4,Yes,80,Yes,441
289,1,1.5,Yes,40,Yes,301
231,2,2.4,Yes,300,Yes,406
298,1,1.5,No,40,No,252
241,4,1.5,Yes,40,Yes,378
343,2,1.5,Yes,300,Yes,392
494,2,1.5,No,120,No,336
603,1,2,No,80,Yes,364
134,4,2.4,Yes,120,No,406
600,1,2,Yes,300,No,399
633,2,1.5,No,40,Yes,343
91,2,2.4,No,80,Yes,322
100,4,1.5,Yes,80,No,357
304,1,1.5,No,300,No,336
137,4,2.4,No,40,Yes,385
7,1,1.5,Yes,300,Yes,315
283,4,2.4,No,80,Yes,427
292,1,1.5,Yes,80,No,294
705,4,2.4,Yes,40,Yes,483
706,4,2.4,Yes,40,No,448
149,1,1.5,Yes,120,Yes,287
249,4,1.5,No,40,Yes,364
296,1,1.5,Yes,300,No,350
106,4,1.5,No,40,No,315
602,1,2,No,40,No,301
56,2,1.5,Yes,300,No,287
517,2,2.4,Yes,120,Yes,420
601,1,2,No,40,Yes,336
428,4,2.4,No,80,No,448
770,2,1.5,Yes,40,No,378
628,2,1.5,Yes,80,No,350
390,4,1.5,Yes,120,No,441
96,2,2.4,No,300,No,343
156,1,1.5,No,80,No,224
195,2,1.5,Yes,80,Yes,280
491,2,1.5,No,80,Yes,357
273,4,2.4,Yes,40,Yes,413
774,2,1.5,Yes,120,No,420
597,1,2,Yes,120,Yes,392
134,4,2.4,Yes,120,No,406
802,2,2.4,Yes,40,No,413
576,4,2.4,No,300,No,504
337,2,1.5,Yes,40,Yes,308
449,1,2,Yes,40,Yes,336
195,2,1.5,Yes,80,Yes,280
463,1,2,No,300,Yes,406
638,2,1.5,No,120,No,350
374,2,2.4,Yes,120,No,385
458,1,2,No,40,No,287
451,1,2,Yes,80,Yes,364
90,2,2.4,No,40,No,259
228,2,2.4,Yes,80,No,315
659,2,2.4,Yes,80,Yes,420
198,2,1.5,Yes,120,No,259
483,2,1.5,Yes,80,Yes,371
809,2,2.4,No,40,Yes,434
417,4,2.4,Yes,40,Yes,469
459,1,2,No,80,Yes,350
675,4,1.5,Yes,80,Yes,476
774,2,1.5,Yes,120,No,420
482,2,1.5,Yes,40,No,308
337,2,1.5,Yes,40,Yes,308
235,2,2.4,No,80,Yes,336
209,2,2,Yes,40,Yes,385
632,2,1.5,Yes,300,No,406
208,2,1.5,No,300,No,287
813,2,2.4,No,120,Yes,476
302,1,1.5,No,120,No,294
513,2,2.4,Yes,40,Yes,378
160,1,1.5,No,300,No,280
194,2,1.5,Yes,40,No,310
91,2,2.4,No,80,Yes,322
155,1,1.5,No,80,Yes,259
372,2,2.4,Yes,80,No,371
137,4,2.4,No,40,Yes,385
626,2,1.5,Yes,40,No,322
674,4,1.5,Yes,40,No,413
349,2,1.5,No,120,Yes,336
345,2,1.5,No,40,Yes,294
608,1,2,No,300,No,385
714,4,2.4,No,40,No,434
225,2,2.4,Yes,40,Yes,322
462,1,2,No,120,No,329
682,4,1.5,No,40,No,399
254,4,1.5,No,120,No,371
249,4,1.5,No,40,Yes,364
138,4,2.4,No,40,No,350
601,1,2,No,40,Yes,336
426,4,2.4,No,40,No,420
240,2,2.4,No,300,No,357
526,2,2.4,No,120,No,371
494,2,1.5,No,120,No,336
229,2,2.4,Yes,120,Yes,364
140,4,2.4,No,80,No,378
822,4,1.5,Yes,120,No,511
484,2,1.5,Yes,80,No,336
808,2,2.4,Yes,300,No,497
390,4,1.5,Yes,120,No,441
494,2,1.5,No,120,No,336
338,2,1.5,Yes,40,No,273
601,1,2,No,40,Yes,336
141,4,2.4,No,120,Yes,427
486,2,1.5,Yes,120,No,350
249,4,1.5,No,40,Yes,364
151,1,1.5,Yes,300,Yes,329
94,2,2.4,No,120,No,301
534,4,1.5,Yes,120,No,441
806,2,2.4,Yes,120,No,455
514,2,2.4,Yes,40,No,343
822,4,1.5,Yes,120,No,511
156,1,1.5,No,80,No,224
208,2,1.5,No,300,No,287
379,2,2.4,No,80,Yes,392
377,2,2.4,No,40,Yes,364
255,4,1.5,No,300,Yes,448
107,4,1.5,No,80,Yes,378
540,4,1.5,No,80,No,413
8,1,1.5,Yes,300,No,280
225,2,2.4,Yes,40,Yes,322
709,4,2.4,Yes,120,Yes,525
379,2,2.4,No,80,Yes,392
601,1,2,No,40,Yes,336
293,1,1.5,Yes,120,Yes,343
398,4,1.5,No,120,No,427
688,4,1.5,No,300,No,483
596,1,2,Yes,80,No,343
201,2,1.5,No,40,Yes,340
676,4,1.5,Yes,80,No,441
53,2,1.5,Yes,120,Yes,280
542,4,1.5,No,120,No,427
140,4,2.4,No,80,No,378
86,2,2.4,Yes,120,No,315
858,4,2.4,No,40,No,490
133,4,2.4,Yes,120,Yes,441
685,4,1.5,No,120,Yes,476
301,1,1.5,No,120,Yes,329
385,4,1.5,Yes,40,Yes,434
599,1,2,Yes,300,Yes,434
297,1,1.5,No,40,Yes,287
346,2,1.5,No,40,No,259
454,1,2,Yes,120,No,343
540,4,1.5,No,80,No,413
198,2,1.5,Yes,120,No,259
97,4,1.5,Yes,40,Yes,364
462,1,2,No,120,No,329
372,2,2.4,Yes,80,No,371
534,4,1.5,Yes,120,No,441
681,4,1.5,No,40,Yes,434
488,2,1.5,Yes,300,No,392
746,1,2,No,40,No,357
851,4,2.4,Yes,80,Yes,567
681,4,1.5,No,40,Yes,434
666,2,2.4,No,40,No,343
864,4,2.4,No,300,No,574
348,2,1.5,No,80,No,287
668,2,2.4,No,80,No,371
455,1,2,Yes,300,Yes,420
159,1,1.5,No,300,Yes,315
830,4,1.5,No,120,No,497
151,1,1.5,Yes,300,Yes,329
111,4,1.5,No,300,Yes,434
208,2,1.5,No,300,No,287
101,4,1.5,Yes,120,Yes,406
229,2,2.4,Yes,120,Yes,364
628,2,1.5,Yes,80,No,350
134,4,2.4,Yes,120,No,406
61,2,1.5,No,120,Yes,266
255,4,1.5,No,300,Yes,448
304,1,1.5,No,300,No,336
64,2,1.5,No,300,No,273
98,4,1.5,Yes,40,No,329
745,1,2,No,40,Yes,392
304,1,1.5,No,300,No,336
217,2,2,No,40,Yes,365
255,4,1.5,No,300,Yes,448
230,2,2.4,Yes,120,No,329
227,2,2.4,Yes,80,Yes,350
151,1,1.5,Yes,300,Yes,329
750,1,2,No,120,No,399
105,4,1.5,No,40,Yes,350
595,1,2,Yes,80,Yes,378
748,1,2,No,80,No,385
248,4,1.5,Yes,300,No,427
594,1,2,Yes,40,No,315
16,1,1.5,No,300,No,266
818,4,1.5,Yes,40,No,469
138,4,2.4,No,40,No,350
159,1,1.5,No,300,Yes,315
56,2,1.5,Yes,300,No,287
520,2,2.4,Yes,300,No,427
455,1,2,Yes,300,Yes,420
293,1,1.5,Yes,120,Yes,343
806,2,2.4,Yes,120,No,455
659,2,2.4,Yes,80,Yes,420
342,2,1.5,Yes,120,No,315
195,2,1.5,Yes,80,Yes,280
247,4,1.5,Yes,300,Yes,462
244,4,1.5,Yes,80,No,371
747,1,2,No,80,Yes,420
463,1,2,No,300,Yes,406
233,2,2.4,No,40,Yes,308
217,2,2,No,40,Yes,365
491,2,1.5,No,80,Yes,357
600,1,2,Yes,300,No,399
464,1,2,No,300,No,371
388,4,1.5,Yes,80,No,427
140,4,2.4,No,80,No,378
775,2,1.5,Yes,300,Yes,497
601,1,2,No,40,Yes,336
91,2,2.4,No,80,Yes,322
274,4,2.4,Yes,40,No,378
487,2,1.5,Yes,300,Yes,427
739,1,2,Yes,80,Yes,434
814,2,2.4,No,120,No,441
657,2,2.4,Yes,40,Yes,392
341,2,1.5,Yes,120,Yes,350
250,4,1.5,No,40,No,329
53,2,1.5,Yes,120,Yes,280
809,2,2.4,No,40,Yes,434
136,4,2.4,Yes,300,No,448
304,1,1.5,No,300,No,336
93,2,2.4,No,120,Yes,336
657,2,2.4,Yes,40,Yes,392
537,4,1.5,No,40,Yes,420
218,2,2,No,40,No,315
637,2,1.5,No,120,Yes,385
339,2,1.5,Yes,80,Yes,336
462,1,2,No,120,No,329
456,1,2,Yes,300,No,385
53,2,1.5,Yes,120,Yes,280
242,4,1.5,Yes,40,No,343
719,4,2.4,No,300,Yes,553
140,4,2.4,No,80,No,378
203,2,1.5,No,80,Yes,266
340,2,1.5,Yes,80,No,301
338,2,1.5,Yes,40,No,273
493,2,1.5,No,120,Yes,371
849,4,2.4,Yes,40,Yes,539
347,2,1.5,No,80,Yes,322
423,4,2.4,Yes,300,Yes,553
292,1,1.5,Yes,80,No,294
430,4,2.4,No,120,No,462
15,1,1.5,No,300,Yes,301
487,2,1.5,Yes,300,Yes,427
682,4,1.5,No,40,No,399
373,2,2.4,Yes,120,Yes,420
858,4,2.4,No,40,No,490
739,1,2,Yes,80,Yes,434
818,4,1.5,Yes,40,No,469
462,1,2,No,120,No,329
664,2,2.4,Yes,300,No,441
132,4,2.4,Yes,80,No,392
299,1,1.5,No,80,Yes,315
287,4,2.4,No,300,Yes,483
459,1,2,No,80,Yes,350
719,4,2.4,No,300,Yes,553
461,1,2,No,120,Yes,364
239,2,2.4,No,300,Yes,392
659,2,2.4,Yes,80,Yes,420
519,2,2.4,Yes,300,Yes,462
299,1,1.5,No,80,Yes,315
779,2,1.5,No,80,Yes,427
197,2,1.5,Yes,120,Yes,294
238,2,2.4,No,120,No,315
484,2,1.5,Yes,80,No,336
540,4,1.5,No,80,No,413
157,1,1.5,No,120,Yes,273
234,2,2.4,No,40,No,273
194,2,1.5,Yes,40,No,217
603,1,2,No,80,Yes,364
209,2,2,Yes,40,Yes,385
376,2,2.4,Yes,300,No,427
131,4,2.4,Yes,80,Yes,427
50,2,1.5,Yes,40,No,203
15,1,1.5,No,300,Yes,301
738,1,2,Yes,40,No,371
541,4,1.5,No,120,Yes,462
298,1,1.5,No,40,No,252
822,4,1.5,Yes,120,No,511
195,2,1.5,Yes,80,Yes,280
514,2,2.4,Yes,40,No,343
535,4,1.5,Yes,300,Yes,518
516,2,2.4,Yes,80,No,371
289,1,1.5,Yes,40,Yes,301
396,4,1.5,No,80,No,413
110,4,1.5,No,120,No,357
198,2,1.5,Yes,120,No,259
520,2,2.4,Yes,300,No,427
858,4,2.4,No,40,No,490
544,4,1.5,No,300,No,469
673,4,1.5,Yes,40,Yes,448
537,4,1.5,No,40,Yes,420
289,1,1.5,Yes,40,Yes,301
81,2,2.4,Yes,40,Yes,308
231,2,2.4,Yes,300,Yes,406
807,2,2.4,Yes,300,Yes,532
303,1,1.5,No,300,Yes,371
235,2,2.4,No,80,Yes,336
396,4,1.5,No,80,No,413
678,4,1.5,Yes,120,No,455
633,2,1.5,No,40,Yes,343
372,2,2.4,Yes,80,No,371
155,1,1.5,No,80,Yes,259
562,4,2.4,Yes,40,No,434
276,4,2.4,Yes,80,No,406
110,4,1.5,No,120,No,357
55,2,1.5,Yes,300,Yes,322
139,4,2.4,No,80,Yes,413
378,2,2.4,No,40,No,329
151,1,1.5,Yes,300,Yes,329
745,1,2,No,40,Yes,392
233,2,2.4,No,40,Yes,308
209,2,2,Yes,40,Yes,385
714,4,2.4,No,40,No,434
105,4,1.5,No,40,Yes,350
495,2,1.5,No,300,Yes,413
290,1,1.5,Yes,40,No,266
205,2,1.5,No,120,Yes,280
388,4,1.5,Yes,80,No,427
861,4,2.4,No,120,Yes,567
7,1,1.5,Yes,300,Yes,315
749,1,2,No,120,Yes,434
291,1,1.5,Yes,80,Yes,329
84,2,2.4,Yes,80,No,301
460,1,2,No,80,No,315
775,2,1.5,Yes,300,Yes,497
144,4,2.4,No,300,No,434
62,2,1.5,No,120,No,231
346,2,1.5,No,40,No,259
859,4,2.4,No,80,Yes,553
139,4,2.4,No,80,Yes,413
345,2,1.5,No,40,Yes,294
523,2,2.4,No,80,Yes,392
282,4,2.4,No,40,No,364
301,1,1.5,No,120,Yes,329
349,2,1.5,No,120,Yes,336
207,2,1.5,No,300,Yes,322
685,4,1.5,No,120,Yes,476
91,2,2.4,No,80,Yes,322
487,2,1.5,Yes,300,Yes,427
430,4,2.4,No,120,No,462
744,1,2,Yes,300,No,455
51,2,1.5,Yes,80,Yes,266
60,2,1.5,No,80,No,217
540,4,1.5,No,80,No,413
99,4,1.5,Yes,80,Yes,392
234,2,2.4,No,40,No,273
492,2,1.5,No,80,No,322
59,2,1.5,No,80,Yes,252
53,2,1.5,Yes,120,Yes,280
297,1,1.5,No,40,Yes,287
533,4,1.5,Yes,120,Yes,476
343,2,1.5,Yes,300,Yes,392
150,1,1.5,Yes,120,No,252
827,4,1.5,No,80,Yes,518
747,1,2,No,80,Yes,420
773,2,1.5,Yes,120,Yes,455
740,1,2,Yes,80,No,399
301,1,1.5,No,120,Yes,329
84,2,2.4,Yes,80,No,301
567,4,2.4,Yes,300,Yes,553
290,1,1.5,Yes,40,No,266
146,1,1.5,Yes,40,No,210
481,2,1.5,Yes,40,Yes,343
229,2,2.4,Yes,120,Yes,364
462,1,2,No,120,No,329
91,2,2.4,No,80,Yes,322
138,4,2.4,No,40,No,350
515,2,2.4,Yes,80,Yes,406
773,2,1.5,Yes,120,Yes,455
779,2,1.5,No,80,Yes,427
139,4,2.4,No,80,Yes,413
9,1,1.5,No,40,Yes,217
464,1,2,No,300,No,371
740,1,2,Yes,80,No,399
97,4,1.5,Yes,40,Yes,364
196,2,1.5,Yes,80,No,245
679,4,1.5,Yes,300,Yes,532
668,2,2.4,No,80,No,371
106,4,1.5,No,40,No,315
669,2,2.4,No,120,Yes,420
424,4,2.4,Yes,300,No,518
58,2,1.5,No,40,No,189
427,4,2.4,No,80,Yes,483
607,1,2,No,300,Yes,420
297,1,1.5,No,40,Yes,287
540,4,1.5,No,80,No,413
282,4,2.4,No,40,No,364
460,1,2,No,80,No,315
91,2,2.4,No,80,Yes,322
137,4,2.4,No,40,Yes,385
737,1,2,Yes,40,Yes,406
686,4,1.5,No,120,No,441
775,2,1.5,Yes,300,Yes,497
536,4,1.5,Yes,300,No,483
484,2,1.5,Yes,80,No,336
210,2,2,Yes,40,No,335
417,4,2.4,Yes,40,Yes,469
719,4,2.4,No,300,Yes,553
451,1,2,Yes,80,Yes,364
748,1,2,No,80,No,385
522,2,2.4,No,40,No,329
456,1,2,Yes,300,No,385
194,2,1.5,Yes,40,No,217
737,1,2,Yes,40,Yes,406
463,1,2,No,300,Yes,406
274,4,2.4,Yes,40,No,378
389,4,1.5,Yes,120,Yes,476
464,1,2,No,300,No,371
543,4,1.5,No,300,Yes,504
483,2,1.5,Yes,80,Yes,371
59,2,1.5,No,80,Yes,252
393,4,1.5,No,40,Yes,420
7,1,1.5,Yes,300,Yes,315
230,2,2.4,Yes,120,No,329
236,2,2.4,No,80,No,301
562,4,2.4,Yes,40,No,434
249,4,1.5,No,40,Yes,364
200,2,1.5,Yes,300,No,301
275,4,2.4,Yes,80,Yes,441
417,4,2.4,Yes,40,Yes,469
250,4,1.5,No,40,No,329
637,2,1.5,No,120,Yes,385
104,4,1.5,Yes,300,No,413
459,1,2,No,80,Yes,350
242,4,1.5,Yes,40,No,343
347,2,1.5,No,80,Yes,322
376,2,2.4,Yes,300,No,427
136,4,2.4,Yes,300,No,448
63,2,1.5,No,300,Yes,308
680,4,1.5,Yes,300,No,497
396,4,1.5,No,80,No,413
454,1,2,Yes,120,No,343
242,4,1.5,Yes,40,No,343
493,2,1.5,No,120,Yes,371
140,4,2.4,No,80,No,378
491,2,1.5,No,80,Yes,357
707,4,2.4,Yes,80,Yes,511
708,4,2.4,Yes,80,No,476
139,4,2.4,No,80,Yes,413
201,2,1.5,No,40,Yes,238
152,1,1.5,Yes,300,No,294
568,4,2.4,Yes,300,No,518
240,2,2.4,No,300,No,357
673,4,1.5,Yes,40,Yes,448
607,1,2,No,300,Yes,420
630,2,1.5,Yes,120,No,364
751,1,2,No,300,Yes,476
397,4,1.5,No,120,Yes,462
712,4,2.4,Yes,300,No,532
426,4,2.4,No,40,No,420
149,1,1.5,Yes,120,Yes,287
562,4,2.4,Yes,40,No,434
461,1,2,No,120,Yes,364
158,1,1.5,No,120,No,238
686,4,1.5,No,120,No,441
459,1,2,No,80,Yes,350
237,2,2.4,No,120,Yes,350
380,2,2.4,No,80,No,357
535,4,1.5,Yes,300,Yes,518
343,2,1.5,Yes,300,Yes,392
737,1,2,Yes,40,Yes,406
749,1,2,No,120,Yes,434
7,1,1.5,Yes,300,Yes,315
454,1,2,Yes,120,No,343
293,1,1.5,Yes,120,Yes,343
524,2,2.4,No,80,No,357
201,2,1.5,No,40,Yes,238
286,4,2.4,No,120,No,406
823,4,1.5,Yes,300,Yes,588
522,2,2.4,No,40,No,329
514,2,2.4,Yes,40,No,343
52,2,1.5,Yes,80,No,231
849,4,2.4,Yes,40,Yes,539
294,1,1.5,Yes,120,No,308
492,2,1.5,No,80,No,322
770,2,1.5,Yes,40,No,378
422,4,2.4,Yes,120,No,476
526,2,2.4,No,120,No,371
145,1,1.5,Yes,40,Yes,245
528,2,2.4,No,300,No,413
55,2,1.5,Yes,300,Yes,322
493,2,1.5,No,120,Yes,371
